000000000000110000000001000000010000	000100000001000000010100000000000000	27	-1	32	-1	BLACK	0.43454
000000000000110000000001000100010000	000100000001000000010100000000000000	20	-1	22	0	WHITE	0.40689
000000000000010100000001000000000000	000100000000000000000100000000000000	12	1	30	0	WHITE	0.42249
000000000000010000000010100000011000	000011000000001000000001000000000000	6	-1	3	-1	WHITE	0.49259
000000111000001101000000000000000000	000001000000100010000001000000000001	22	-1	13	-1	WHITE	0.425
000001001001010000001000000001101001	011000000010101000000110000010010000	19	-1	3	-1	BLACK	0.40217
000100000001010001011010000000100000	001000000000101110000100010100000000	31	1	23	1	BLACK	0.42659
000101000011010001011010000000100000	101000000000101110000100010100000000	18	0	4	1	WHITE	0.49893
000101000111010001011010000000100000	101000000000101110100100010100000000	4	0	7	0	WHITE	0.42577
000101000111010001011010000000100000	101000000000101110100100110100000000	4	1	23	0	BLACK	0.46068
000000000000110000000100000000000000	000000000000000000000000000101010000	11	1	30	1	BLACK	0.43742
000000000010110000000100000000000000	000000000001000000000000000101010000	30	0	22	-1	BLACK	0.51142
000000000000100000000110000000000000	000000000010000000100000000001000000	20	1	23	1	BLACK	0.45984
100110000000000000001000000000000000	000000000000100000000101000000000000	22	0	2	0	WHITE	0.40773
100110000000000000001000000000010000	010000000010100000000101000000000000	5	1	13	0	BLACK	0.40482
100110000001000000001000000010010000	010000000010101000000111000000000000	24	-1	29	-1	BLACK	0.52848
100110000001000000001000100010010000	010000000010101000000111000000000000	32	-1	13	-1	WHITE	0.47026
000000000000000100001000100000010000	000000000000100000000110000000000000	32	0	30	0	WHITE	0.44048
000101001000000100000011000000010100	000010010000011000000000010000101000	24	0	34	-1	WHITE	0.43653
000100000001100000000100000000000000	000000000000010000010000000000110000	4	-1	32	0	BLACK	0.47238
000000100000110000000101000000010000	000000000001001000000010000001100000	20	0	15	0	WHITE	0.41767
100000000010000000011100000000000000	000000000000010000000010000000110000	4	-1	18	-1	WHITE	0.42415
000000000001100000000000000000000000	000000000000001000000010000000000000	10	1	13	0	BLACK	0.41341
000000000001110000000001000000101000	000100000010001000000110000000000000	31	0	20	0	WHITE	0.47292
011100001100011010011100000001010001	100011000011100100100010110000001110	23	-1	28	-1	BLACK	0.7394
000010000000100000001100000000000000	000000000000010000000010000010100000	19	0	14	-1	BLACK	0.40405
000001001000000010000001000000100101	000000100000011001000010100000000000	12	-1	4	-1	WHITE	0.43079
000001000000010000000001010000000001	000000000001001100000010000000000000	3	0	21	1	WHITE	0.41885
000001000000010000000001010000110001	000000100001001100000110000000000000	32	0	33	1	WHITE	0.41325
001001000000010000010001010000110001	000000100001001100001110000000001000	24	0	3	0	WHITE	0.40558
001001000000010000010001010000110001	000000100001101100001110000000001000	3	1	4	0	BLACK	0.43873
001001000100010000010001010000110001	000000100001101100001110000000001000	24	0	33	1	WHITE	0.49999
101101000100010010110001110010110001	000010110001101101001110001001001100	34	1	8	1	WHITE	0.50794
000010000000001000000010000000100000	000000100000110100000000000000000000	24	1	23	0	BLACK	0.43765
000100100001100000010111000000001000	001000001000010000001000100100110100	5	1	10	1	BLACK	0.40297
000000000000010000000100000000001000	000000000000101000000010000000000000	31	0	30	0	BLACK	0.44191
000000000010000000001110000000000100	000100000000010000010001000000000000	11	0	5	0	WHITE	0.40601
000000000001110000001000000000000000	000000000010001000000010000000000000	30	0	21	0	WHITE	0.4558
000000000000100000011000000000110000	000010000000011000000110000000000000	29	1	32	1	BLACK	0.42193
000000000010100000011000000000110000	000010000000011000000110000000000000	0	1	24	1	WHITE	0.42914
000000000010000000000000000000100000	000010000000000000000000100000000000	20	1	31	1	BLACK	0.41985
000000000010000000000000000100100000	000010001000000000000000100000000000	28	1	29	1	BLACK	0.42066
000000000010100000000000000100100000	000010001000000000000000100000000000	14	-1	32	-1	WHITE	0.4829
000000000010100010000000000100100000	000010001000000000000000100000001000	14	-1	13	1	WHITE	0.48916
000000000010100010000000000100100010	000010001000001000000010100000001000	11	1	23	0	BLACK	0.68484
000000000010100010000001000100100010	000010101000001000000010100000001000	11	1	7	1	BLACK	0.62253
000000010010100010000001000100100010	000010101000001000000010110000001000	11	1	20	1	BLACK	0.43668
000000000000100000001011010000000000	000010000001010000000100100000000000	32	0	31	-1	BLACK	0.41297
000000000000100000001011010000001000	001010000001010000000100100000000000	5	-1	31	-1	BLACK	0.45373
000000000000010100000001000000010100	000100000000100000001010000000000000	7	1	21	1	WHITE	0.48331
000000000000010100000001000000010100	000100000000100000001110000000000000	7	1	19	-1	BLACK	0.44731
000000000000100000000101000000001010	000000001000001010000000100000000000	15	-1	33	1	WHITE	0.41628
000000000001100000000100000000000000	000000000000001000000010100000000000	10	1	13	1	BLACK	0.50536
000000000001110000000100000000000000	000000000010001000000010100000000000	30	1	31	1	BLACK	0.48269
000000000001010000000101000000000000	000000000000001000000010000000000100	30	0	12	0	WHITE	0.42693
000000000000000100000001010000000000	000000000000010000000000000000010000	22	0	21	1	WHITE	0.45683
000001010000000100000001010000000000	000000000000010000000000100000010001	4	0	32	1	WHITE	0.46589
000000000000100000001010000000100000	000000000001000000010100000000000000	31	0	3	0	WHITE	0.41772
000001000001100000001010000000000000	000010000000001000000001000000001000	24	-1	13	1	WHITE	0.54539
000001000001100000001010000000000000	000010000000001000000001000000011000	21	1	10	1	BLACK	0.51574
000000000000000000000011000000010000	000000000000110000000100000000000000	15	0	14	0	BLACK	0.44979
000100000000001000000011000001010000	000001000000110000001100000000100000	24	0	15	0	BLACK	0.48716
001000000000001000000001100000010000	000010000000110000000010000000001000	15	0	7	0	BLACK	0.47212
001000000000001100000001100000010000	000010010000110000000010000000001000	16	0	25	0	BLACK	0.52642
001000100000001100000001100000010000	000010010000110000000010000000001100	16	0	25	0	BLACK	0.45274
000000000000001100000101000000010000	000001010001010000000010000000000000	4	0	16	0	BLACK	0.40078
000010000000110000000000000000000000	000000000000001000000000100000001000	5	-1	3	-1	BLACK	0.4241
000000000000010000000101000000000000	000110000000100000000000000000000000	22	1	5	1	BLACK	0.41734
000000000000011000000010000000000000	001010000000100000000000000000000000	5	0	3	0	BLACK	0.43296
000010000000010000000101000000011000	001001000001100000000010000000000000	33	0	3	1	WHITE	0.41213
000010000100010000000101000000011000	001101000011100000000010000000000000	30	1	33	1	BLACK	0.46355
000101000000011000000000000000011000	000000010000100100000011000000000100	4	1	21	1	BLACK	0.49778
000001100000110000000000000000000000	000000000000001000000110000000000000	23	-1	4	0	WHITE	0.45481
000101000000010000000001000000000000	000010000000101000000000000000000100	21	1	24	0	BLACK	0.41779
001101000000010000001101000000010000	000010000000101000000010000001001100	34	-1	24	-1	WHITE	0.40668
001101100000010000001101000000010000	000010000000101000000010000001101100	34	-1	24	1	WHITE	0.46598
001101100000010000001101000010010000	000010000000101000000010000101101100	34	-1	7	1	WHITE	0.5223
000000000000011000010010000010000000	001010000010100000001000000000000000	30	1	3	-1	BLACK	0.43535
000100000000011000001101000000001000	001011000000100100000010000000000100	19	0	24	0	BLACK	0.41579
000100000000011000011101000000001000	001011000000100100100010000000000100	11	0	27	0	BLACK	0.40057
000100000000011000011101000000011000	001011000000100100100010000000100100	11	1	6	0	BLACK	0.44213
000101000000011000011100000000011000	001010000000100100100011000001100000	11	1	27	0	BLACK	0.49608
000011000000010000000000000000000000	000100000000000000000100000000000000	12	0	22	0	WHITE	0.5083
000100000000011100000100100000000000	000011000000100010000011000000000000	6	0	11	0	BLACK	0.43432
001100100001011100000100100000100000	100011000000100010000011000000001100	20	-1	34	-1	WHITE	0.5074
001100100001011100000100100010100000	100011000000100010010011000000001100	31	0	29	0	WHITE	0.50359
001011000010010000000100000000010000	000100000001100000000010000001100000	27	-1	19	0	WHITE	0.42336
000000000000010000000000100000010100	000000000000100000000110000000000000	20	-1	32	-1	WHITE	0.41826
000101000000010000000101000000000000	000010000000000000000000110001000100	12	1	14	1	BLACK	0.41502
000101000000011000000101000000000000	000010000000000000000000110001001100	15	1	12	1	BLACK	0.48316
000100000000010000000101000000000000	000000000000101000000010000000000100	5	1	2	0	BLACK	0.46416
000000000000100000000010100001001000	001001000000010000000101000000000000	31	0	30	1	BLACK	0.47683
000000000000100000000010100001101000	001001000000010000000101000000010000	14	1	3	-1	BLACK	0.43161
000000100000100000000010100001101000	001001000000011000000101000000010000	15	0	16	0	BLACK	0.4281
000000100000100000000010100011101000	001001000000011000000101000100010000	15	0	4	0	BLACK	0.41374
000000000000110000000011000000010010	000110000000001000000100100000001000	5	0	15	0	BLACK	0.40593
000010000011101000010010000001000100	001101000100010100000101000000001000	28	1	30	1	BLACK	0.40687
000010000011101000010010000001100100	001101100100010100000101000000001000	28	1	7	0	BLACK	0.66497
000000000000010000000011100000101100	000110000000101000000100010000010000	2	-1	16	-1	BLACK	0.42908
000000000000010000001011100000101100	000110000000101000000100010000010000	5	-1	1	-1	WHITE	0.53365
000001000000010000000001000000000000	000000000000100000000000000001010000	3	1	32	1	BLACK	0.46619
000001000000010000000001000000100000	000000000000100000001000000001010000	3	1	14	1	BLACK	0.44657
000000000001100000000010000001100000	000000000010010000001100000010000000	32	1	19	0	BLACK	0.42769
000000000000101000000010000011100000	001000100000010000000001000000010000	27	0	3	1	WHITE	0.43326
000001000000100000001010000000000100	000000000000001100000001000000011000	7	-1	21	-1	BLACK	0.45709
000000000001000100000010000000000100	000101000000010000000001000000000000	6	0	4	0	BLACK	0.44992
000110000000010000000100000000111000	000000000010101000000010000001000100	11	0	5	1	WHITE	0.42373
000000000000001000000000100000001000	000000000000000000000001000000110000	15	1	16	1	BLACK	0.41139
000000000000001100000000100000001000	000000000000010000000001000000110000	16	1	33	1	BLACK	0.56773
000000000000001100000010100000001000	000000000000010000000001000000110000	33	1	29	-1	WHITE	0.4301
000000000000001100000010100000001000	000000000000010000000101000000110000	16	1	12	1	BLACK	0.64311
000000000000001100000010100000001100	000000000000010000000101000000110000	6	1	29	1	WHITE	0.46215
000000000000001100000010100000001100	000000100000010000000101000000110000	12	1	16	1	BLACK	0.60121
000100000000001100000010100000001100	000000100000010000000101000000110000	29	-1	5	-1	WHITE	0.43497
000100000000001100000010100001001100	000001100000010000000101000000110000	4	0	7	-1	WHITE	0.40122
100100100000011000000111000010000000	000011000010100000001000100001100100	2	0	11	0	BLACK	0.44345
000100100000011000000100000010101001	000011000001100100001010010000010000	23	0	29	1	BLACK	0.40699
000100000000010000000110000001001000	000011000000000000000001000000110000	7	-1	12	0	WHITE	0.42212
000100010000010000000110000001001000	000011000000000100000001100000110000	12	1	25	0	BLACK	0.49723
000100110000010000000110000001001000	000011000000000100000001110000110000	26	-1	35	-1	BLACK	0.41965
001001110011101000001100100100110100	010100000100010110110011000011001010	25	1	17	1	WHITE	0.51179
000000000000100000001010000100100000	000000000000001000000100010000001000	5	-1	23	-1	WHITE	0.49245
000100010000101000000010100000100000	011010100000010000000100000000000000	29	-1	23	0	WHITE	0.44822
000000000001010000001100000100000000	001100000000100000010001000000000000	4	0	5	0	BLACK	0.40071
010110000001001010001010100011000000	001001000000110000010100010100101010	15	0	33	0	BLACK	0.40206
100000001000000000000101000100100000	000001000000110000000000000000001001	22	-1	15	-1	WHITE	0.51849
000000000000110000000000000000000000	000000000000000000000000000001100000	14	1	11	1	BLACK	0.4113
000000000000110000000000000100000000	000000000000000000000000000001100000	31	-1	14	0	WHITE	0.42759
000000000000110000000000000110000000	000000000000000000001000000001100100	14	1	11	1	BLACK	0.43788
001010000001000000000000000000000000	000000000000000000000011000000000000	21	-1	24	-1	WHITE	0.42973
000000000000011000000100000000011001	000000100000100000001010000000100000	4	-1	5	0	WHITE	0.57227
000000000000001000000010100000000000	000000000000000000110000000000000000	21	1	23	1	WHITE	0.41775
000001000000110000001100000000100000	000110000000001000000011000001000000	10	1	24	0	BLACK	0.51741
000000000001100000001000000000000000	000000000000010000000011000000000000	4	0	10	0	BLACK	0.43046
000000000001100000001100000000000100	000100000000010000000011000000000000	31	0	4	1	WHITE	0.41364
000000000001100000001100000000001100	000100000000011000000011000000000000	31	0	30	-1	WHITE	0.44247
000001000000001100000011000000000000	000000100000000010000000100000011000	8	-1	13	-1	BLACK	0.40168
000001001000001100000011000000000000	000000100000000010000000100000011000	30	-1	33	-1	WHITE	0.44039
000000000000100000000110000000000000	000000000000001100000001000000000000	20	0	32	0	BLACK	0.4522
000010000000100000000110000000000000	000000000000001100000001000000000000	13	0	31	-1	WHITE	0.43844
000100100000010000001100000000000000	000001000000001100000010000000000000	23	-1	12	1	WHITE	0.41544
000100100000010000001100000000001000	000001000000001100000011000000000000	25	-1	24	0	WHITE	0.48088
001100100000110000011100010000011010	000001010000001100100011100100100100	11	1	1	1	WHITE	0.45477
001100100001110000011100010000011010	010001010000001100100011100100100100	10	1	29	1	WHITE	0.55178
