subject_index,color,Game_theoretic_value,Confirmed,0_pieces,1_pieces,value_Zeyan ,confirmed_Zeyan
3,1,0,0,546836482,270543872,0,0
2,0,0,0,546836482,270609408,0,1
3,1,0,0,546852866,270609408,0,1
2,0,0,0,546852866,4565576704,0,1
3,1,0,0,563630082,4565576704,0,1
2,0,1,1,563630082,21745445888,1,1
3,1,1,1,597184514,21745445888,1,1
2,0,1,1,597184514,21812554752,1,1
2,0,0,0,0,0,0,0
3,1,0,0,8388608,0,0,0
2,0,0,0,8388608,1048576,0,0
3,1,0,0,10485760,1048576,0,0
2,0,1,1,10485760,17825792,0,0
3,1,0,0,2157969408,17825792,0,0
2,0,1,1,2157969408,17827840,1,1
3,1,1,1,2694840320,17827840,1,1
2,0,1,1,2694840320,152045568,1,1
3,1,1,1,2695364608,152045568,1,1
2,0,1,1,2695364608,1225787392,1,1
3,1,0,0,2695365120,1225787392,0,0
2,0,0,0,2695365120,1225795584,0,0
3,1,-1,1,2695366144,1225795584,-1,1
2,0,0,0,2695366144,1225795586,0,0
3,1,0,0,2695370240,1225795586,0,1
2,0,0,0,2695370240,1225828354,0,0
3,1,0,0,2695370244,1225828354,-1,1
2,0,0,0,2695370244,5520795650,0,0
3,1,-1,1,11285304836,5520795650,-1,1
2,0,0,0,11285304836,5520795682,0,0
3,1,0,0,11285370372,5520795682,0,1
2,0,0,0,11285370372,5520795810,0,1
3,1,0,0,11285370436,5520795810,0,1
2,0,0,0,11285370436,5554350242,0,1
3,1,0,0,45645108804,5554350242,0,1
2,0,0,1,45645108804,22734219426,0,1
3,1,0,1,45649303108,22734219426,0,1
2,0,0,1,45649303108,22734235810,0,1
3,1,0,1,45649303124,22734235810,0,1
2,0,0,1,45649303124,22734366882,0,1
3,1,0,1,45716411988,22734366882,0,1
2,0,0,1,45716411988,22734366890,0,1
3,1,0,1,45984847444,22734366890,0,1
2,0,0,1,45984847444,22734629034,0,1
3,1,0,1,45984847445,22734629034,0,1
3,0,0,0,0,0,0,0
2,1,0,0,2097152,0,0,0
3,0,0,0,2097152,8388608,0,0
2,1,0,0,4297064448,8388608,0,0
3,0,0,0,4297064448,2155872256,0,0
2,1,0,0,4297097216,2155872256,0,0
3,0,0,0,4297097216,2172649472,0,0
2,1,0,0,4301291520,2172649472,0,0
3,0,1,1,4301291520,2173698048,1,1
2,1,1,1,4301307904,2173698048,1,1
3,0,1,1,4301307904,2173698112,1,1
2,1,1,1,4301312000,2173698112,1,1
3,0,1,1,4301312000,2173698116,1,1
4,0,0,0,0,0,0,0
5,1,0,0,34359738368,0,0,0
4,0,0,0,34359738368,4194304,0,0
5,1,0,0,34359738400,4194304,0,0
4,0,0,0,34359738400,4194368,0,0
5,1,0,0,34359754784,4194368,0,0
4,0,0,0,34359754784,12582976,0,0
5,1,-1,1,35433496608,12582976,-1,1
4,0,-1,1,35433496608,29360192,-1,1
5,1,-1,1,35467051040,29360192,-1,1
4,0,0,0,0,0,0,0
5,1,0,0,8388608,0,0,0
4,0,0,0,8388608,32,0,0
5,1,0,0,10485760,32,0,0
4,0,0,0,10485760,16777248,0,0
5,1,0,0,10485888,16777248,0,0
4,0,0,0,10485888,2164260896,0,0
5,1,0,0,14680192,2164260896,0,0
4,0,0,0,14680192,2165309472,0,0
5,1,0,0,14680200,2165309472,0,0
4,0,0,0,14680200,3239051296,0,0
5,1,-1,1,8604614792,3239051296,-1,1
4,0,-1,1,8604614792,3239059488,-1,1
5,1,-1,1,8604614793,3239059488,-1,1
4,0,-1,1,8604614793,3775930400,-1,1
5,1,-1,1,8873050249,3775930400,-1,1
4,0,0,0,0,0,0,0
5,1,0,0,16384,0,0,0
4,0,0,0,16384,1073741824,0,0
5,1,0,0,20480,1073741824,0,0
4,0,0,0,20480,1073750016,0,0
5,1,0,0,4214784,1073750016,0,0
4,0,1,1,4214784,1610620928,1,1
5,1,1,1,4299182080,1610620928,1,1
4,0,1,1,4299182080,1610620932,1,1
5,1,0,0,6446665728,1610620932,-1,1
4,0,0,0,6446665728,1619009540,0,0
5,1,0,0,6447714304,1619009540,0,0
4,0,0,0,6447714304,1621106692,0,0
5,1,-1,1,6716149760,1621106692,-1,1
5,0,0,0,0,0,0,0
4,1,0,0,16777216,0,0,0
5,0,0,0,16777216,2147483648,0,0
4,1,0,0,25165824,2147483648,0,0
5,0,0,0,25165824,2151677952,0,0
4,1,0,0,25174016,2151677952,0,0
5,0,0,0,25174016,10741612544,0,0
4,1,0,0,58728448,10741612544,0,0
5,0,0,0,58728448,10808721408,0,0
4,1,-1,1,58744832,10808721408,-1,1
5,0,-1,1,58744832,15103688704,-1,1
4,1,-1,1,1132486656,15103688704,-1,1
4,0,0,0,0,0,0,0
5,1,0,0,8388608,0,0,0
4,0,1,1,8388608,2048,0,0
5,1,0,0,10485760,2048,0,0
4,0,1,1,10485760,1050624,0,0
5,1,0,0,27262976,1050624,1,1
4,0,0,0,27262976,5244928,1,1
5,1,0,0,60817408,5244928,1,1
4,0,0,0,60817408,72353792,1,1
5,1,0,0,60817412,72353792,-1,1
4,0,0,0,60817412,72361984,0,0
5,1,0,0,60821508,72361984,0,0
4,0,0,0,60821508,2219845632,1,1
5,1,0,0,60821524,2219845632,1,1
4,0,0,0,60821524,2219845640,1,1
5,1,0,0,60837908,2219845640,0,1
4,0,0,0,60837908,19399714824,0,1
5,1,0,0,4355805204,19399714824,0,1
4,0,0,0,4355805204,19399714856,0,1
5,1,0,0,4355870740,19399714856,0,1
4,0,0,0,4355870740,19399715112,0,1
5,1,0,0,4355870804,19399715112,0,1
4,0,0,0,4355870804,19399846184,0,1
5,1,0,0,38715609172,19399846184,0,1
4,0,0,1,38715609172,19400370472,0,1
5,1,0,1,38849826900,19400370472,0,1
4,0,0,1,38849826900,19400371496,0,1
5,1,0,1,38849859668,19400371496,0,1
4,0,0,1,38849859668,27990306088,0,1
5,1,0,1,39923601492,27990306088,0,1
4,0,0,1,39923601492,28258741544,0,1
5,1,0,1,39923601494,28258741544,0,1
5,0,0,0,0,0,0,0
4,1,0,0,8388608,0,0,0
5,0,0,0,8388608,4096,0,0
4,1,0,0,12582912,4096,0,0
5,0,0,0,12582912,2101248,0,0
4,1,0,0,1086324736,2101248,0,0
5,0,1,1,1086324736,35655680,1,1
4,1,1,1,3233808384,35655680,1,1
5,0,1,1,3233808384,35655696,1,1
4,1,1,1,3770679296,35655696,1,1
5,0,1,1,3770679296,304091152,1,1
4,0,0,0,0,0,0,0
5,1,0,0,8388608,0,0,0
4,0,0,0,8388608,8192,0,0
5,1,0,0,12582912,8192,0,0
4,0,0,0,12582912,2105344,0,0
5,1,0,0,549453824,2105344,0,0
4,0,0,0,549453824,2109440,0,0
5,1,0,0,549455872,2109440,0,0
4,0,0,0,549455872,2109444,0,0
5,1,0,0,549472256,2109444,0,0
4,0,1,1,549472256,2109452,1,1
5,1,1,1,1623214080,2109452,1,1
4,0,1,1,1623214080,2109516,1,1
5,1,1,1,1623214112,2109516,1,1
4,0,1,1,1623214112,4297076812,1,1
5,1,1,1,1891649568,4297076812,1,1
4,0,1,1,1891649568,6444560460,1,1
5,0,0,0,0,0,0,0
4,1,0,0,16777216,0,0,0
5,0,0,0,16777216,4096,0,0
4,1,0,0,20971520,4096,0,0
5,0,0,0,20971520,2101248,0,0
4,1,0,0,20979712,2101248,0,0
5,0,1,1,20979712,1075843072,1,1
4,1,0,0,20979720,1075843072,1,1
5,0,1,1,20979720,3223326720,1,1
4,1,1,1,29368328,3223326720,1,1
5,0,1,1,29368328,11813261312,1,1
4,0,0,0,0,0,0,0
5,1,0,0,8388608,0,0,0
4,0,0,0,8388608,4194304,0,0
5,1,0,0,8404992,4194304,0,0
4,0,0,0,8404992,4299161600,0,0
5,1,0,0,8409088,4299161600,0,0
4,0,0,0,8409088,4299169792,0,0
5,1,0,0,8409104,4299169792,0,0
4,0,0,0,8409104,6446653440,0,0
5,1,0,0,1082150928,6446653440,0,0
4,0,0,0,1082150928,6448750592,0,0
5,1,0,0,1082675216,6448750592,0,0
4,0,0,0,1082675216,23628619776,0,1
5,1,0,0,9672609808,23628619776,0,1
4,0,0,0,9672609808,23628619808,0,1
5,1,0,0,10209480720,23628619808,0,1
4,0,0,0,10209480720,23897055264,0,1
5,1,0,0,10209480722,23897055264,0,1
4,0,0,0,10209480722,23897120800,0,1
5,1,0,0,10209480726,23897120800,0,1
4,0,0,0,10209480726,23897120808,0,1
5,1,0,0,10209482774,23897120808,0,1
4,0,0,0,10209482774,23898169384,0,1
5,1,0,0,10209483286,23898169384,0,1
4,0,0,0,10209483286,23898170408,0,1
5,1,0,1,10243037718,23898170408,0,1
4,0,0,1,10243037718,23898170664,0,1
5,1,0,1,10259814934,23898170664,0,1
4,0,0,1,10259814934,23965279528,0,1
5,1,0,1,10260077078,23965279528,0,1
4,0,0,1,10260077078,23965279592,0,1
5,1,0,1,10260077206,23965279592,0,1
4,0,0,1,10260077206,23965410664,0,1
5,1,0,1,44619815574,23965410664,0,1
5,0,0,0,0,0,0,0
4,1,0,0,8192,0,0,0
5,0,0,0,8192,8388608,0,0
4,1,0,0,24576,8388608,0,0
5,0,1,1,24576,12582912,0,0
4,1,1,1,28672,12582912,1,1
5,0,1,1,28672,12615680,1,1
4,0,0,0,0,0,0,0
5,1,0,0,8192,0,0,0
4,0,0,0,8192,4194304,0,0
5,1,0,0,16785408,4194304,0,0
4,0,0,0,16785408,6291456,0,0
5,1,0,0,17833984,6291456,0,0
4,0,0,0,17833984,1080033280,0,0
5,1,0,0,17838080,1080033280,0,0
4,0,0,0,17838080,1080049664,0,0
5,1,0,0,17838144,1080049664,0,0
4,0,1,1,17838144,3227533312,1,1
5,1,0,0,17840192,3227533312,1,1
4,0,0,0,17840192,3227534336,1,1
5,1,1,1,8607774784,3227534336,1,1
4,0,1,1,8607774784,3227567104,1,1
5,1,1,1,8607774800,3227567104,1,1
4,0,1,1,8607774800,3496002560,1,1
5,1,1,1,9144645712,3496002560,1,1
4,0,1,1,9144645712,3496002564,1,1
5,1,1,1,9144645720,3496002564,1,1
4,0,1,1,9144645720,3496002596,1,1
6,0,0,0,0,0,0,0
7,1,0,0,34359738368,0,0,0
6,0,0,0,34359738368,8388608,0,0
7,1,0,0,51539607552,8388608,0,0
6,0,0,0,51539607552,25165824,0,0
7,1,0,0,51573161984,25165824,-1,1
6,0,1,1,51573161984,4320133120,1,1
7,1,1,1,51573227520,4320133120,1,1
6,0,1,1,51573227520,12910067712,1,1
7,0,0,0,0,0,0,0
6,1,0,0,134217728,0,0,0
7,0,0,0,134217728,2147483648,0,0
6,1,-1,1,134479872,2147483648,0,0
7,0,0,0,134479872,2147484160,0,0
6,1,0,0,402915328,2147484160,-1,1
7,0,0,0,402915328,2684355072,0,0
6,1,0,0,403439616,2684355072,-1,1
7,0,0,0,403439616,2684357120,-1,1
6,1,0,0,403440640,2684357120,-1,1
7,0,0,0,403440640,2684357122,-1,1
6,1,-1,1,404489216,2684357122,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,4294967296,0,0,0
6,0,0,0,4294967296,34359738368,0,0
7,1,0,0,4303355904,34359738368,0,0
6,0,0,0,4303355904,34359754752,0,0
7,1,0,0,4307550208,34359754752,1,1
6,0,1,1,4307550208,34393309184,1,1
7,1,1,1,4307582976,34393309184,1,1
6,0,1,1,4307582976,34395406336,1,1
7,1,1,1,6455066624,34395406336,1,1
6,0,1,1,6455066624,34395414528,1,1
7,0,0,0,0,0,0,0
6,1,0,0,256,0,0,0
7,0,0,0,256,64,0,0
6,1,0,0,34359738624,64,0,0
7,0,0,0,34359738624,131136,0,0
6,1,0,0,51539607808,131136,0,0
7,0,0,0,51539607808,8590065728,0,0
6,1,0,0,51573162240,8590065728,0,0
7,0,0,0,51573162240,8590131264,0,0
6,1,0,0,51573195008,8590131264,0,0
7,0,0,0,51573195008,8590131296,0,0
6,1,0,0,51573195016,8590131296,-1,1
7,0,0,0,51573195016,8590131312,0,0
6,1,-1,1,51581583624,8590131312,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,2147483648,0,0,0
6,0,0,0,2147483648,4194304,0,0
7,1,0,0,6442450944,4194304,0,0
6,0,0,0,6442450944,8594128896,0,0
7,1,0,0,7516192768,8594128896,0,0
6,0,0,0,7516192768,9130999808,0,0
7,1,0,0,7524581376,9130999808,0,0
6,0,0,0,7524581376,9131016192,0,0
7,1,0,0,7524614144,9131016192,0,0
6,0,0,0,7524614144,9131016320,0,0
7,1,0,0,7526711296,9131016320,0,0
6,0,0,0,7526711296,9131020416,0,0
7,1,0,0,7527759872,9131020416,0,1
6,0,0,0,7527759872,9131544704,0,0
7,1,0,0,7544537088,9131544704,-1,1
6,0,0,0,7544537088,9165099136,0,1
7,1,-1,1,7544537152,9165099136,-1,1
6,0,0,0,7544537152,9165100160,0,1
7,1,-1,1,7544537184,9165100160,-1,1
6,0,0,0,7544537184,9165100176,0,1
7,1,-1,1,7544537186,9165100176,-1,1
6,0,1,1,7544537186,9165165712,1,1
7,1,-1,1,24724406370,9165165712,-1,1
6,0,1,1,24724406370,9165165716,1,1
7,1,-1,1,24858624098,9165165716,-1,1
6,0,1,1,24858624098,9165165717,1,1
7,1,-1,1,59218362466,9165165717,-1,1
6,0,1,1,59218362466,9165165973,1,1
7,1,-1,1,59218493538,9165165973,-1,1
6,0,1,1,59218493538,9433601429,1,1
7,1,0,1,59218501730,9433601429,0,1
6,0,1,1,59218501730,9433601437,1,1
7,0,0,0,0,0,0,0
6,1,0,0,2,0,0,0
7,0,1,1,2,34359738368,0,0
6,1,0,0,1026,34359738368,0,0
7,0,0,0,1026,34360262656,0,0
6,1,0,0,1282,34360262656,0,0
7,0,0,0,1282,51540131840,1,1
6,1,0,0,8589935874,51540131840,0,0
7,0,0,0,8589935874,51573686272,1,1
6,1,0,0,8590001410,51573686272,0,0
7,0,0,0,8590001410,51573719040,0,0
6,1,0,0,8590001442,51573719040,0,0
7,0,0,0,8590001442,51590496256,0,1
6,1,0,0,8598390050,51590496256,0,1
7,0,0,0,8598390050,51590512640,0,1
6,1,-1,1,8598398242,51590512640,-1,1
7,0,0,0,8598398242,51590512648,0,1
6,1,-1,1,8598400290,51590512648,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,536870912,0,0,0
6,0,0,0,536870912,256,0,0
7,1,0,0,537919488,256,0,0
6,0,0,0,537919488,2304,0,0
7,1,0,0,540016640,2304,1,1
6,0,0,0,540016640,4196608,1,1
7,1,0,0,540024832,4196608,0,0
6,0,0,0,540024832,4196640,0,0
7,1,0,0,540549120,4196640,0,0
6,0,0,0,540549120,4458784,0,0
7,1,0,0,1614290944,4458784,0,0
6,0,0,0,1614290944,272894240,0,1
7,1,0,0,1614295040,272894240,0,1
6,0,0,0,1614295040,272894248,0,1
7,1,-1,1,3761778688,272894248,-1,1
6,0,0,0,3761778688,4567861544,-1,1
7,1,-1,1,3770167296,4567861544,-1,1
6,0,-1,1,3770167296,4567894312,-1,1
7,1,-1,1,3803721728,4567894312,-1,1
6,0,-1,1,3803721728,4584671528,-1,1
7,1,-1,1,3803721792,4584671528,-1,1
6,0,0,0,3803721792,4584671656,0,1
7,1,-1,1,3803722816,4584671656,-1,1
6,0,-1,1,3803722816,4584671657,-1,1
7,1,-1,1,3803723328,4584671657,-1,1
6,0,-1,1,3803723328,4584688041,-1,1
7,1,-1,1,3803788864,4584688041,-1,1
6,0,0,1,3803788864,21764557225,0,1
7,1,0,1,3803788880,21764557225,0,1
6,0,0,1,3803788880,21898774953,0,1
7,1,0,1,3803788882,21898774953,0,1
6,0,0,1,3803788882,56258513321,0,1
7,1,0,1,12393723474,56258513321,0,1
6,0,0,1,12393723474,56325622185,0,1
7,1,0,1,12393854546,56325622185,0,1
7,0,0,0,0,0,0,0
6,1,0,0,34359738368,0,0,0
7,0,0,0,34359738368,134217728,0,0
6,1,0,0,34359738624,134217728,0,0
7,0,0,0,34359738624,134217729,0,0
6,1,0,0,34360000768,134217729,-1,1
7,0,0,0,34360000768,402653185,1,1
6,1,0,0,34896871680,402653185,-1,1
7,0,0,0,34896871680,403701761,0,0
6,1,-1,1,34930426112,403701761,-1,1
7,0,-1,1,34930426112,403705857,-1,1
6,1,-1,1,34930426128,403705857,-1,1
7,0,1,1,34930426128,405803009,1,1
6,1,-1,1,36004167952,405803009,-1,1
7,0,-1,1,36004167952,409997313,-1,1
6,1,-1,1,36012556560,409997313,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,2147483648,0,0,0
6,0,0,0,2147483648,1,0,0
7,1,1,1,6442450944,1,0,0
6,0,1,1,6442450944,8589934593,0,0
7,1,0,0,6459228160,8589934593,1,1
6,0,1,1,6459228160,8590000129,1,1
7,1,1,1,6467616768,8590000129,1,1
6,0,1,1,6467616768,8590016513,1,1
7,1,1,1,6501171200,8590016513,1,1
6,0,1,1,6501171200,8594210817,1,1
7,0,0,0,0,0,0,0
6,1,0,0,34359738368,0,0,0
7,0,0,0,34359738368,2147483648,0,0
6,1,0,0,34426847232,2147483648,0,0
7,0,0,0,34426847232,3221225472,0,0
6,1,-1,1,34426978304,3221225472,-1,1
7,0,-1,1,34426978304,3221225728,-1,1
6,1,-1,1,34460532736,3221225728,-1,1
7,0,-1,1,34460532736,7516193024,-1,1
6,1,-1,1,34997403648,7516193024,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,4194304,0,0,0
6,0,0,0,4194304,65536,0,0
7,1,0,0,12582912,65536,0,0
6,0,1,1,12582912,4295032832,0,0
7,1,1,1,29360128,4295032832,1,1
6,0,1,1,29360128,4297129984,1,1
7,0,0,0,0,0,0,0
6,1,0,0,8,0,0,0
7,0,0,0,8,33554432,0,0
6,1,0,0,67108872,33554432,0,0
7,0,0,0,67108872,33619968,0,0
6,1,0,0,17246978056,33619968,0,0
7,0,0,0,17246978056,33652736,0,0
6,1,0,0,17246994440,33652736,0,0
7,0,0,0,17246994440,50429952,0,0
6,1,0,0,25836929032,50429952,0,0
7,0,0,0,25836929032,58818560,0,0
6,1,0,0,25841123336,58818560,0,0
7,0,0,0,25841123336,4353785856,0,0
6,1,0,0,25841123592,4353785856,0,1
7,0,1,1,25841123592,4353785984,1,1
6,1,-1,1,25975341320,4353785984,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,4194304,0,0,0
6,0,1,1,4194304,34359738368,0,0
7,1,0,0,12582912,34359738368,0,0
6,0,1,1,12582912,34426847232,0,0
7,1,1,1,14680064,34426847232,1,1
6,0,1,1,14680064,34426847248,1,1
7,0,0,0,0,0,0,0
6,1,0,0,4194304,0,0,0
7,0,1,1,4194304,65536,0,0
6,1,1,1,6291456,65536,0,0
7,0,1,1,6291456,8454144,0,0
6,1,1,1,6295552,8454144,1,1
7,0,1,1,6295552,9502720,1,1
6,1,1,1,6295556,9502720,1,1
7,0,1,1,6295556,4304470016,1,1
6,1,-1,1,6311940,4304470016,-1,1
7,0,1,1,6311940,4304478208,1,1
6,1,0,0,23089156,4304478208,0,0
7,0,0,0,23089156,4304478216,0,1
6,1,0,0,8613023748,4304478216,0,1
7,0,0,0,8613023748,4304510984,0,1
6,1,0,0,25792892932,4304510984,0,1
7,0,0,0,25792892932,4304511000,0,1
6,1,0,0,25792892964,4304511000,0,1
7,0,0,0,25792892964,6451994648,0,1
6,1,-1,1,26866634788,6451994648,-1,1
6,0,0,0,0,0,0,0
7,1,0,0,8192,0,0,0
6,0,0,0,8192,33554432,0,0
7,1,1,1,12288,33554432,0,0
6,0,1,1,12288,33556480,0,0
7,1,1,1,2147495936,33556480,1,1
6,0,1,1,2147495936,37750784,1,1
7,1,0,0,2147512320,37750784,0,0
6,0,0,0,2147512320,37783552,0,0
7,1,0,0,2147512352,37783552,0,0
6,0,0,0,2147512352,46172160,0,0
7,1,0,0,2164289568,46172160,0,0
6,0,1,1,2164289568,17226041344,1,1
7,1,0,0,2164355104,17226041344,0,1
6,0,1,1,2164355104,17226041600,1,1
7,1,0,0,6459322400,17226041600,0,1
6,0,0,0,6459322400,18299783424,0,1
7,1,0,0,6459322408,18299783424,0,1
6,0,1,1,6459322408,18299783425,1,1
7,1,1,1,6459322424,18299783425,1,1
6,0,1,1,6459322424,18299783489,1,1
7,0,0,0,0,0,0,0
6,1,0,0,4294967296,0,0,0
7,0,0,0,4294967296,8192,0,0
6,1,0,0,4295098368,8192,0,0
7,0,0,0,4295098368,12288,0,0
6,1,0,0,4295100416,12288,-1,1
7,0,0,0,4295100416,28672,0,0
6,1,0,0,4295133184,28672,0,0
7,0,0,0,4295133184,4222976,0,0
6,1,0,0,5368875008,4222976,0,0
7,0,0,0,5368875008,2151706624,0,0
6,1,0,0,5368875024,2151706624,0,0
7,0,0,0,5368875024,2160095232,0,1
6,1,0,0,5370972176,2160095232,0,1
7,0,0,0,5370972176,2160095240,0,1
6,1,0,0,13960906768,2160095240,0,1
7,0,0,0,13960906768,2176872456,0,1
6,1,0,0,13994461200,2176872456,0,1
7,0,0,0,13994461200,2176872488,0,1
6,1,0,0,13994461204,2176872488,0,1
7,0,0,0,13994461204,2177921064,0,1
6,1,0,0,13994461268,2177921064,0,1
7,0,0,0,13994461268,2178445352,0,1
6,1,0,0,13994462292,2178445352,0,1
7,0,0,0,13994462292,2312663080,0,1
6,1,0,0,13994724436,2312663080,0,1
7,0,0,1,13994724436,19492532264,0,1
6,1,0,1,13994724437,19492532264,0,1
7,0,0,1,13994724437,19492532520,0,1
6,1,0,1,14531595349,19492532520,0,1
8,0,0,0,0,0,0,0
9,1,0,0,34359738368,0,0,0
8,0,0,0,34359738368,8192,0,0
9,1,0,0,34393292800,8192,0,0
8,0,0,0,34393292800,40960,0,0
9,1,0,0,34393309184,40960,-1,1
8,0,0,0,34393309184,2147524608,0,0
9,1,0,0,34393309200,2147524608,-1,1
8,0,0,0,34393309200,2164301824,0,0
9,1,-1,1,34527526928,2164301824,-1,1
8,0,-1,1,34527526928,2164301952,-1,1
9,1,-1,1,34535915536,2164301952,-1,1
8,0,-1,1,34535915536,6459269248,-1,1
9,1,-1,1,34535919632,6459269248,-1,1
8,0,-1,1,34535919632,6460317824,-1,1
9,1,-1,1,34535919664,6460317824,-1,1
8,0,0,0,34535919664,6460317888,0,0
9,1,0,0,43125854256,6460317888,0,1
9,0,0,0,0,0,0,0
8,1,0,0,134217728,0,0,0
9,0,0,0,134217728,8388608,0,0
8,1,0,0,134217736,8388608,0,0
9,0,0,0,134217736,2155872256,0,0
8,1,0,0,1207959560,2155872256,0,0
9,0,1,1,1207959560,10745806848,1,1
8,1,-1,1,1207959561,10745806848,-1,1
9,0,1,1,1207959561,10762584064,1,1
8,1,1,1,1209008137,10762584064,1,1
9,0,1,1,1209008137,10762585088,1,1
8,1,-1,1,1209012233,10762585088,-1,1
9,0,-1,1,1209012233,10764682240,-1,1
8,1,-1,1,1213206537,10764682240,-1,1
9,0,1,1,1213206537,10764747776,1,1
8,1,1,1,1213206553,10764747776,1,1
9,0,1,1,1213206553,15059715072,1,1
8,0,0,0,0,0,0,0
9,1,0,0,32,0,0,0
8,0,0,0,32,134217728,0,0
9,1,1,1,16416,134217728,0,0
8,0,1,1,16416,134217736,0,0
9,1,1,1,16793632,134217736,1,1
8,0,1,1,16793632,1207959560,1,1
9,1,0,0,16793633,1207959560,-1,1
8,0,0,0,16793633,1208483848,1,1
9,1,0,0,16795681,1208483848,1,1
8,0,0,0,16795681,1745354760,1,1
9,1,1,1,285231137,1745354760,1,1
8,0,1,1,285231137,6040322056,1,1
9,1,1,1,2432714785,6040322056,1,1
8,0,1,1,2432714785,6042419208,1,1
9,1,1,1,2432718881,6042419208,1,1
8,0,1,1,2432718881,6042427400,1,1
9,1,-1,1,2441107489,6042427400,-1,1
8,0,1,1,2441107489,6046621704,1,1
9,1,1,1,2442156065,6046621704,1,1
8,0,1,1,2442156065,6046621832,1,1
9,1,0,0,0,0,0,0
8,0,0,0,0,34359738368,0,0
9,1,0,0,67108864,34359738368,0,0
8,0,0,0,67108864,34359738400,0,0
9,1,-1,1,67109120,34359738400,0,0
8,0,0,0,67109120,38654705696,-1,1
9,1,-1,1,67174656,38654705696,-1,1
8,0,-1,1,67174656,47244640288,-1,1
9,1,-1,1,17247043840,47244640288,-1,1
8,0,0,0,17247043840,47245164576,-1,1
9,1,-1,1,17247174912,47245164576,-1,1
8,0,1,1,17247174912,47782035488,1,1
9,1,1,1,17280729344,47782035488,1,1
8,0,1,1,17280729344,47782035616,1,1
9,1,1,1,17297506560,47782035616,1,1
8,0,1,1,17297506560,47790424224,1,1
9,1,1,1,17297522944,47790424224,1,1
8,0,1,1,17297522944,47790456992,1,1
9,0,0,0,0,0,0,0
8,1,0,0,2147483648,0,0,0
9,0,1,1,2147483648,34359738368,0,0
8,1,0,0,2147483650,34359738368,0,0
9,0,1,1,2147483650,34359738624,0,0
8,1,0,0,2147483778,34359738624,1,1
9,0,1,1,2147483778,38654705920,1,1
8,1,1,1,2149580930,38654705920,1,1
9,0,1,1,2149580930,38654707968,1,1
8,1,-1,1,2149580946,38654707968,-1,1
9,0,1,1,2149580946,38654716160,1,1
8,1,1,1,2149581010,38654716160,1,1
9,0,1,1,2149581010,38654716192,1,1
8,1,-1,1,2418016466,38654716192,-1,1
9,0,1,1,2418016466,38654717216,1,1
8,1,1,1,2418020562,38654717216,1,1
9,0,1,1,2418020562,38654733600,1,1
8,0,0,0,0,0,0,0
9,1,0,0,4194304,0,0,0
8,0,0,0,4194304,256,0,0
9,1,0,0,4194368,256,0,0
8,0,1,1,4194368,257,0,0
9,1,1,1,1077936192,257,1,1
8,0,1,1,1077936192,16641,1,1
9,1,1,1,3225419840,16641,1,1
8,0,1,1,3225419840,16657,1,1
9,1,0,0,3225428032,16657,0,0
8,0,1,1,3225428032,17179885841,1,1
9,1,1,1,3242205248,17179885841,1,1
8,0,1,1,3242205248,51539624209,1,1
9,1,1,1,3242205280,51539624209,1,1
8,0,1,1,3242205280,51539624217,1,1
9,1,1,1,3779076192,51539624217,1,1
8,0,1,1,3779076192,55834591513,1,1
9,0,0,0,0,0,0,0
8,1,0,0,134217728,0,0,0
9,0,0,0,134217728,2,0,0
8,1,0,0,1207959552,2,0,0
9,0,0,0,1207959552,2147483650,0,0
8,1,0,0,1210056704,2147483650,0,0
9,0,1,1,1210056704,2147483666,1,1
8,1,0,0,1478492160,2147483666,1,1
9,0,0,0,1478492160,2684354578,1,1
8,1,0,0,1478494208,2684354578,-1,1
9,0,-1,1,1478494208,2684354586,-1,1
8,1,0,0,1478494212,2684354586,-1,1
9,0,-1,1,1478494212,2684362778,-1,1
8,1,-1,1,1482688516,2684362778,-1,1
9,0,1,1,1482688516,11274297370,1,1
8,1,1,1,1491077124,11274297370,1,1
9,0,1,1,1491077124,11291074586,1,1
8,0,0,0,0,0,0,0
9,1,0,0,256,0,0,0
8,0,0,0,256,8,0,0
9,1,0,0,131328,8,0,0
8,0,0,0,131328,24,0,0
9,1,-1,1,196864,24,-1,1
8,0,-1,1,196864,28,-1,1
9,1,-1,1,196896,28,-1,1
9,0,0,0,0,0,0,0
8,1,0,0,2147483648,0,0,0
9,0,0,0,2147483648,4194304,0,0
8,1,0,0,2147516416,4194304,0,0
9,0,0,0,2147516416,12582912,0,0
8,1,-1,1,2147518464,12582912,-1,1
8,0,0,0,0,0,0,0
9,1,0,0,128,0,0,0
8,0,0,0,128,1,0,0
9,1,0,0,32896,1,0,0
8,0,1,1,32896,1073741825,0,0
9,1,0,0,1081472,1073741825,0,0
8,0,0,0,1081472,3221225473,0,0
9,1,-1,1,1081504,3221225473,-1,1
8,0,-1,1,1081504,3758096385,-1,1
9,1,-1,1,4296048800,3758096385,-1,1
9,0,0,0,0,0,0,0
8,1,0,0,4,0,0,0
9,0,0,0,4,8,0,0
8,1,0,0,4294967300,8,0,0
