subject_index,color,Game_theoretic_value,Confirmed,0_pieces,1_pieces,value_Zeyan ,confirmed_Zeyan
9,0,0,0,4294967300,4104,0,0
8,1,0,0,6442450948,4104,0,0
9,0,0,0,6442450948,1073745928,0,0
8,1,0,0,6444548100,1073745928,0,0
9,0,0,0,6444548100,1073747976,0,0
8,1,-1,1,15034482692,1073747976,-1,1
9,0,0,0,15034482692,18253617160,-1,1
8,1,-1,1,15038676996,18253617160,-1,1
9,0,1,1,15038676996,18254665736,1,1
8,1,1,1,15047065604,18254665736,1,1
9,0,1,1,15047065604,18271442952,1,1
8,1,0,0,15047065732,18271442952,0,1
8,0,0,0,0,0,0,0
9,1,0,0,4194304,0,0,0
8,0,0,0,4194304,16,0,0
9,1,0,0,4202496,16,0,0
8,0,0,0,4202496,24,0,0
9,1,-1,1,4218880,24,-1,1
8,0,-1,1,4218880,56,-1,1
9,1,-1,1,4218944,56,-1,1
9,0,0,0,0,0,0,0
8,1,0,0,134217728,0,0,0
9,0,0,0,134217728,524288,0,0
8,1,0,0,134217744,524288,0,0
9,0,0,0,134217744,786432,0,0
8,1,0,0,134217752,786432,1,1
9,0,0,0,134217752,786436,1,1
8,1,0,0,402653208,786436,0,0
9,0,0,0,402653208,1835012,0,0
8,1,0,0,404750360,1835012,0,0
9,0,1,1,404750360,1837060,1,1
8,1,1,1,941621272,1837060,1,1
9,0,1,1,941621272,1075578884,1,1
8,1,1,1,941621304,1075578884,1,1
9,0,1,1,941621304,1075578948,1,1
8,0,0,0,0,0,0,0
9,1,0,0,65536,0,0,0
8,0,0,0,65536,16,0,0
9,1,0,0,16842752,16,0,0
8,0,0,0,16842752,48,0,0
9,1,0,0,16842816,48,0,0
8,0,1,1,16842816,34359738416,1,1
9,1,1,1,16875584,34359738416,1,1
8,0,1,1,16875584,42949673008,1,1
9,1,1,1,16891968,42949673008,1,1
8,0,1,1,16891968,42949681200,1,1
9,0,0,0,0,0,0,0
8,1,0,0,2147483648,0,0,0
9,0,0,0,2147483648,4294967296,0,0
8,1,0,0,2147483650,4294967296,0,0
9,0,0,0,2147483650,4297064448,0,0
8,1,0,0,2147483778,4297064448,-1,1
9,0,0,0,2147483778,4301258752,0,0
8,1,-1,1,2147483794,4301258752,-1,1
9,0,-1,1,2147483794,4301262848,-1,1
8,1,-1,1,2147483798,4301262848,-1,1
9,0,-1,1,2147483798,4301262856,-1,1
8,1,-1,1,3221225622,4301262856,-1,1
9,0,-1,1,3221225622,4309651464,-1,1
8,1,-1,1,3238002838,4309651464,-1,1
8,0,0,0,0,0,0,0
9,1,0,0,16384,0,0,0
8,0,0,0,16384,2147483648,0,0
9,1,0,0,16400,2147483648,0,0
8,0,0,0,16400,6442450944,0,0
9,1,-1,1,16432,6442450944,-1,1
8,0,-1,1,16432,15032385536,-1,1
9,1,-1,1,17179885616,15032385536,-1,1
9,0,0,0,0,0,0,0
8,1,0,0,4194304,0,0,0
9,0,0,0,4194304,8192,0,0
8,1,0,0,12582912,8192,0,0
9,0,0,0,12582912,2105344,0,0
8,1,0,0,12583040,2105344,-1,1
9,0,1,1,12583040,1075847168,1,1
8,1,0,0,29360256,1075847168,-1,1
9,0,0,0,29360256,1109401600,-1,1
8,1,-1,1,29393024,1109401600,-1,1
9,0,-1,1,29393024,3256885248,-1,1
8,1,-1,1,29458560,3256885248,-1,1
9,0,1,1,29458560,11846819840,1,1
8,1,1,1,4324425856,11846819840,1,1
9,0,1,1,4324425856,11846836224,1,1
8,0,0,0,0,0,0,0
9,1,0,0,4194304,0,0,0
8,0,0,0,4194304,2147483648,0,0
9,1,0,0,4194368,2147483648,0,0
8,0,0,0,4194368,6442450944,0,0
9,1,0,0,8594128960,6442450944,0,0
8,0,0,0,8594128960,6442450946,1,1
9,1,1,1,9667870784,6442450946,1,1
8,0,0,0,9667870784,6442467330,1,1
9,1,0,0,9676259392,6442467330,0,0
8,0,1,1,9676259392,6442469378,1,1
9,1,1,1,9678356544,6442469378,1,1
8,0,1,1,9678356544,6459246594,1,1
9,0,0,0,0,0,0,0
8,1,0,0,8192,0,0,0
9,0,0,0,8192,131072,0,0
8,1,0,0,40960,131072,0,0
9,0,0,0,40960,147456,0,0
8,1,0,0,40968,147456,1,1
9,0,0,0,40968,8590082048,1,1
8,1,0,0,43016,8590082048,1,1
9,0,1,1,43016,8590086144,1,1
8,1,1,1,2140168,8590086144,1,1
9,0,1,1,2140168,10737569792,1,1
8,1,1,1,2140200,10737569792,1,1
9,0,1,1,2140200,10871787520,1,1
8,0,0,0,0,0,0,0
9,1,0,0,34359738368,0,0,0
8,0,0,0,34359738368,16,0,0
9,1,-1,1,34426847232,16,0,0
8,0,0,0,34426847232,48,0,0
9,1,-1,1,34426847296,48,-1,1
8,0,0,0,34426847296,49,0,0
9,1,0,0,34426855488,49,0,0
8,0,0,0,34426855488,1073741873,0,0
9,1,0,0,34426855496,1073741873,-1,1
8,0,0,0,34426855496,9663676465,0,0
9,1,0,0,34426856520,9663676465,0,0
8,0,0,0,34426856520,9672065073,0,1
9,1,0,0,34426872904,9672065073,0,1
8,0,0,0,34426872904,9672097841,0,0
9,1,0,0,34426877000,9672097841,0,1
8,0,0,0,34426877000,9672099889,0,0
10,0,0,0,0,0,0,0
11,1,0,0,8192,0,0,0
10,0,0,0,8192,8388608,0,0
11,1,0,0,2105344,8388608,0,0
10,0,0,0,2105344,8388640,0,0
11,1,0,0,2121728,8388640,0,0
10,0,0,0,2121728,8421408,0,0
11,1,-1,1,2149605376,8421408,-1,1
10,0,1,1,2149605376,8423456,0,0
11,1,0,0,2166382592,8423456,0,0
10,0,0,0,2166382592,8423472,0,0
11,1,0,0,2166382656,8423472,0,0
10,0,0,0,2166382656,12617776,0,0
11,1,-1,1,2166448192,12617776,-1,1
10,0,0,0,2166448192,4307585072,0,1
11,1,0,0,2166452288,4307585072,0,1
10,0,0,0,2166452288,12897519664,0,1
11,1,-1,1,3240194112,12897519664,-1,1
10,0,-1,1,3240194112,12897519672,-1,1
11,1,-1,1,3240194116,12897519672,-1,1
10,0,-1,1,3240194116,47257258040,-1,1
11,1,-1,1,20420063300,47257258040,-1,1
11,0,0,0,0,0,0,0
10,1,0,0,4194304,0,0,0
11,0,0,0,4194304,32768,0,0
10,1,0,0,4210688,32768,0,0
11,0,0,0,4210688,1073774592,0,0
10,1,1,1,12599296,1073774592,1,1
11,0,1,1,12599296,1090551808,1,1
10,1,0,0,12603392,1090551808,0,0
11,0,0,0,12603392,9680486400,0,0
10,1,0,0,12603456,9680486400,0,0
11,0,0,0,12603456,13975453696,0,0
10,1,0,0,2160087104,13975453696,0,0
11,0,0,0,2160087104,13975461888,1,1
10,1,0,0,2160087120,13975461888,0,1
11,0,1,1,2160087120,13975461920,1,1
10,1,1,1,2161135696,13975461920,1,1
11,0,1,1,2161135696,14243897376,1,1
10,0,0,0,0,0,0,0
11,1,0,0,4194304,0,0,0
10,0,0,0,4194304,16384,0,0
11,1,0,0,4198400,16384,0,0
10,0,0,0,4198400,4294983680,0,0
11,1,-1,1,20975616,4294983680,-1,1
10,0,-1,1,20975616,4303372288,-1,1
11,1,0,0,20975648,4303372288,-1,1
10,0,0,0,20975648,4303380480,0,0
11,1,-1,1,21008416,4303380480,-1,1
10,0,-1,1,21008416,12893315072,-1,1
11,1,-1,1,21008424,12893315072,-1,1
10,0,-1,1,21008424,15040798720,-1,1
11,1,-1,1,1094750248,15040798720,-1,1
11,0,0,0,0,0,0,0
10,1,0,0,4194304,0,0,0
11,0,0,0,4194304,16384,0,0
10,1,0,0,12582912,16384,0,0
11,0,0,0,12582912,16793600,0,0
10,1,0,0,12582928,16793600,0,0
11,0,0,0,12582928,4311760896,0,0
10,1,-1,1,12587024,4311760896,-1,1
11,0,-1,1,12587024,4311826432,-1,1
10,1,-1,1,12587280,4311826432,-1,1
11,0,-1,1,12587280,4311859200,-1,1
10,1,-1,1,12595472,4311859200,-1,1
10,0,0,0,0,0,0,0
11,1,0,0,4194304,0,0,0
10,0,0,0,4194304,16384,0,0
11,1,0,0,4198400,16384,0,0
10,0,1,1,4198400,4294983680,0,0
11,1,0,0,5246976,4294983680,0,0
10,0,1,1,5246976,4303372288,1,1
11,1,1,1,5247008,4303372288,1,1
10,0,1,1,5247008,4303374336,1,1
11,1,1,1,542117920,4303374336,1,1
10,0,1,1,542117920,4305471488,1,1
11,1,1,1,810553376,4305471488,1,1
10,0,1,1,810553376,4305471504,1,1
11,1,1,1,1884295200,4305471504,1,1
10,0,1,1,1884295200,6452955152,1,1
12,0,1,1,0,0,0,0
13,1,0,0,8192,0,0,0
12,0,0,0,8192,2097152,0,0
13,1,0,0,4202496,2097152,0,0
12,0,0,0,4202496,2149580800,0,0
13,1,0,0,4204544,2149580800,0,0
12,0,0,0,4204544,2149584896,0,0
13,1,0,0,4204560,2149584896,-1,1
12,0,0,0,4204560,3223326720,-1,1
13,1,-1,1,4204568,3223326720,-1,1
12,0,-1,1,4204568,11813261312,0,0
13,1,-1,1,4728856,11813261312,-1,1
12,0,-1,1,4728856,11947479040,0,1
13,1,-1,1,273164312,11947479040,-1,1
13,0,0,0,0,0,0,0
12,1,0,0,16384,0,0,0
13,0,0,0,16384,256,0,0
12,1,0,0,16448,256,0,0
13,0,1,1,16448,4194560,0,0
12,1,1,1,81984,4194560,0,0
13,0,1,1,81984,71303424,1,1
12,1,1,1,114752,71303424,1,1
13,0,1,1,114752,71434496,1,1
12,0,1,1,0,0,0,0
13,1,0,0,134217728,0,0,0
12,0,0,0,134217728,524288,0,0
13,1,0,0,134479872,524288,0,0
12,0,0,0,134479872,524289,0,0
13,1,0,0,402915328,524289,0,0
12,0,0,0,402915328,1074266113,0,0
13,1,0,0,403963904,1074266113,-1,1
12,0,0,0,403963904,1074270209,0,0
13,1,-1,1,406061056,1074270209,-1,1
12,0,-1,1,406061056,1082658817,0,0
13,1,-1,1,942931968,1082658817,-1,1
12,0,-1,1,942931968,1082658849,-1,1
13,1,-1,1,942934016,1082658849,-1,1
12,0,-1,1,942934016,1082658853,-1,1
13,1,-1,1,3090417664,1082658853,-1,1
12,0,-1,1,3090417664,1082658855,-1,1
13,1,-1,1,3090434048,1082658855,-1,1
13,0,0,0,0,0,0,0
12,1,0,0,4194304,0,0,0
13,0,0,0,4194304,8192,0,0
12,1,0,0,20971520,8192,0,0
13,0,0,0,20971520,8396800,0,0
12,1,0,0,20971528,8396800,0,0
13,0,0,0,20971528,10493952,0,0
12,1,0,0,20971560,10493952,0,0
13,0,0,0,20971560,10493968,0,0
12,1,0,0,20971624,10493968,0,0
13,0,0,0,20971624,10494096,0,0
12,1,0,0,1094713448,10494096,0,0
13,0,0,0,1094713448,10510480,0,1
12,1,0,0,1094746216,10510480,0,1
13,0,0,0,1094746216,8600445072,0,1
12,1,0,0,1228963944,8600445072,0,1
13,0,0,0,1228963944,8633999504,1,1
12,1,0,0,1228963945,8633999504,-1,1
13,0,-1,1,1228963945,25813868688,-1,1
12,1,-1,1,1497399401,25813868688,-1,1
12,0,-1,1,0,0,0,0
13,1,0,0,1024,0,0,0
12,0,0,0,1024,1048576,0,0
13,1,0,0,525312,1048576,0,0
12,0,0,0,525312,1048578,0,0
13,1,0,0,527360,1048578,0,0
12,0,0,0,527360,1048586,1,1
13,0,0,0,0,0,0,0
12,1,0,0,32768,0,0,0
13,0,0,0,32768,16777216,0,0
12,1,0,0,2147516416,16777216,0,0
13,0,0,0,2147516416,4311744512,0,0
12,1,0,0,2147516672,4311744512,0,0
13,0,0,0,2147516672,4311810048,1,1
12,1,0,0,36507255040,4311810048,0,0
13,0,0,0,36507255040,4320198656,0,0
12,1,0,0,36540809472,4320198656,-1,1
13,0,0,0,36540809472,4320198688,-1,1
12,1,0,0,36540825856,4320198688,-1,1
13,0,0,0,36540825856,4320206880,-1,1
12,1,0,0,36540825864,4320206880,-1,1
13,0,0,0,36540825864,4324401184,0,1
12,1,0,0,36542923016,4324401184,0,1
13,0,0,0,36542923016,4324405280,0,1
12,1,0,0,36542925064,4324405280,-1,1
12,0,0,0,0,0,0,0
13,1,0,0,32768,0,0,0
12,0,0,0,32768,8388608,0,0
13,1,0,0,49152,8388608,0,0
12,0,0,0,49152,8396800,0,0
13,1,0,0,8589983744,8396800,0,0
12,0,0,0,8589983744,25174016,0,0
13,1,0,0,8594178048,25174016,0,0
12,0,0,0,8594178048,25174080,0,0
13,1,0,0,8627732480,25174080,0,0
12,0,0,0,8627732480,34384912448,0,0
13,1,0,0,12922699776,34384912448,0,0
12,0,0,0,12922699776,36532396096,0,1
13,1,0,0,12922765312,36532396096,0,1
12,0,0,0,12922765312,36532527168,0,1
13,1,0,0,12922769408,36532527168,0,1
12,0,0,0,12922769408,36532527172,0,1
13,1,0,0,30102638592,36532527172,0,1
12,0,0,0,30102638592,36532527300,0,0
13,1,-1,1,30104735744,36532527300,-1,1
12,0,-1,1,30104735744,36532527308,-1,1
13,1,-1,1,30104736000,36532527308,-1,1
12,0,-1,1,30104736000,36532527324,-1,1
13,1,-1,1,30104736032,36532527324,-1,1
13,0,0,0,0,0,0,0
12,1,0,0,32768,0,0,0
13,0,0,0,32768,16777216,0,0
12,1,0,0,36864,16777216,0,0
13,0,0,0,36864,16793600,0,0
12,1,0,0,36880,16793600,0,0
13,0,0,0,36880,17842176,1,1
12,1,0,0,36884,17842176,0,0
13,0,0,0,36884,17842184,0,0
12,1,0,0,4231188,17842184,0,0
13,0,0,0,4231188,4312809480,0,0
12,1,0,0,2151714836,4312809480,0,0
13,0,0,0,2151714836,4312817672,0,1
12,1,0,0,2160103444,4312817672,0,1
13,0,1,1,2160103444,4314914824,1,1
12,0,1,1,0,0,0,0
13,1,0,0,4194304,0,0,0
12,0,0,0,4194304,4096,0,0
13,1,0,0,4202496,4096,0,0
12,0,0,0,4202496,4112,0,0
13,1,0,0,4202504,4112,0,0
12,0,0,0,4202504,1052688,0,0
13,1,0,0,272637960,1052688,0,0
12,0,0,0,272637960,1069072,1,1
13,1,0,0,289415176,1069072,0,0
12,0,0,0,289415176,9457680,0,0
13,1,0,0,289415208,9457680,0,0
12,0,0,0,289415208,11554832,0,1
13,1,0,0,289939496,11554832,0,1
12,0,0,0,289939496,11556880,0,0
13,1,0,0,289939498,11556880,0,1
12,0,0,0,289939498,11557904,0,0
13,1,-1,1,289939502,11557904,-1,1
13,0,0,0,0,0,0,0
12,1,0,0,16384,0,0,0
13,0,0,0,16384,16777216,0,0
12,1,0,0,20480,16777216,0,0
13,0,0,0,20480,16785408,0,0
12,1,0,0,4214784,16785408,1,1
13,0,1,1,4214784,4311752704,1,1
12,1,1,1,5263360,4311752704,1,1
13,0,1,1,5263360,4311752720,1,1
12,1,1,1,5264384,4311752720,1,1
13,0,1,1,5264384,5385494544,1,1
12,1,1,1,7361536,5385494544,1,1
13,0,1,1,7361536,5393883152,1,1
12,0,1,1,0,0,0,0
13,1,0,0,32768,0,0,0
12,0,0,0,32768,8388608,0,0
13,1,0,0,16809984,8388608,0,0
12,0,0,0,16809984,8598323200,0,0
13,1,0,0,16818176,8598323200,0,0
12,0,0,0,16818176,8598339584,0,0
13,1,0,0,4311785472,8598339584,0,0
12,0,0,0,4311785472,8600436736,0,0
13,1,0,0,4311851008,8600436736,0,0
12,0,0,0,4311851008,8600436992,0,0
13,1,0,0,4311851040,8600436992,0,0
12,0,0,0,4311851040,8601485568,0,1
13,1,0,0,4316045344,8601485568,0,1
12,0,0,0,4316045344,8602009856,0,1
13,1,0,0,4316307488,8602009856,0,1
12,0,0,0,4316307488,8602010880,1,1
13,1,1,1,4349861920,8602010880,1,1
12,0,1,1,4349861920,42961749248,1,1
13,1,0,0,5423603744,42961749248,0,1
12,0,0,0,5423603744,42961880320,0,1
13,1,0,0,5490712608,42961880320,0,1
12,0,0,0,5490712608,42961882368,1,1
13,1,0,1,5759148064,42961882368,0,1
12,0,0,1,5759148064,45109366016,0,1
13,1,-1,1,6296018976,45109366016,-1,1
14,0,0,0,0,0,0,0
15,1,0,0,4194304,0,0,0
14,0,0,0,4194304,256,0,0
15,1,0,0,4210688,256,0,0
14,0,1,1,4210688,320,0,0
15,1,0,0,12599296,320,1,1
14,0,1,1,12599296,336,1,1
15,1,0,0,46153728,336,0,0
14,0,0,0,46153728,16777552,0,0
15,1,-1,1,46186496,16777552,-1,1
14,0,-1,1,46186496,16777584,-1,1
15,1,-1,1,46186624,16777584,-1,1
15,0,0,0,0,0,0,0
14,1,0,0,8192,0,0,0
15,0,0,0,8192,33554432,0,0
14,1,0,0,8396800,33554432,0,0
15,0,1,1,8396800,33554496,0,0
14,1,1,1,8413184,33554496,1,1
15,0,1,1,8413184,33685568,1,1
14,1,1,1,8445952,33685568,1,1
15,0,1,1,8445952,33751104,1,1
14,0,0,0,0,0,0,0
15,1,0,0,34359738368,0,0,0
14,0,0,0,34359738368,16384,0,0
15,1,0,0,34359771136,16384,0,0
14,0,0,0,34359771136,20480,0,0
15,1,0,0,36507254784,20480,0,0
14,0,0,0,36507254784,8409088,0,0
15,1,0,0,40802222080,8409088,0,0
14,0,1,1,40802222080,17188278272,1,1
15,1,0,0,40802222096,17188278272,1,1
14,0,1,1,40802222096,17221832704,1,1
15,1,-1,1,40802222224,17221832704,-1,1
14,0,1,1,40802222224,17223929856,1,1
15,1,-1,1,40818999440,17223929856,-1,1
14,0,-1,1,40818999440,17223938048,-1,1
15,1,-1,1,40819001488,17223938048,-1,1
14,0,-1,1,40819001488,17223938056,-1,1
15,1,-1,1,49408936080,17223938056,-1,1
15,0,0,0,0,0,0,0
14,1,0,0,2048,0,0,0
15,0,0,0,2048,8388608,0,0
14,1,0,0,34816,8388608,0,0
15,0,0,0,34816,8396800,0,0
14,1,0,0,34832,8396800,-1,1
15,0,0,0,34832,8413184,0,0
14,1,0,0,1083408,8413184,0,0
15,0,1,1,1083408,545284096,1,1
14,1,1,1,1083440,545284096,1,1
15,0,1,1,1083440,545284160,1,1
14,1,-1,1,1607728,545284160,-1,1
15,0,-1,1,1607728,545284168,-1,1
14,1,-1,1,8591542320,545284168,-1,1
15,0,-1,1,8591542320,1619025992,-1,1
14,1,-1,1,8595736624,1619025992,-1,1
14,0,0,0,0,0,0,0
15,1,0,0,4294967296,0,0,0
14,0,0,0,4294967296,2147483648,0,0
15,1,0,0,4294967300,2147483648,0,0
14,0,0,0,4294967300,2147483680,0,0
15,1,0,0,4429185028,2147483680,-1,1
14,0,0,0,4429185028,2151677984,-1,1
15,1,0,0,4429185044,2151677984,-1,1
14,0,0,0,4429185044,2151677992,0,0
15,1,0,0,4429193236,2151677992,0,0
14,0,0,0,4429193236,2153775144,0,0
15,1,0,0,4430241812,2153775144,0,0
14,0,0,0,4430241812,2422210600,0,1
15,1,0,0,5503983636,2422210600,0,1
14,0,0,0,5503983636,2422211624,1,1
15,1,-1,1,5503987732,2422211624,-1,1
14,0,-1,1,5503987732,2422211626,-1,1
15,1,-1,1,5504512020,2422211626,-1,1
16,0,0,0,0,0,0,0
17,1,0,0,256,0,0,0
16,0,0,0,256,65536,0,0
17,1,0,0,131328,65536,0,0
16,0,0,0,131328,67174400,0,0
17,1,0,0,131392,67174400,0,0
16,0,0,0,131392,83951616,0,0
17,1,0,0,131520,83951616,0,0
16,0,0,0,131520,83951648,0,0
17,1,-1,1,164288,83951648,-1,1
16,0,-1,1,164288,92340256,-1,1
17,1,-1,1,33718720,92340256,-1,1
16,0,-1,1,33718720,92356640,-1,1
17,1,-1,1,4328686016,92356640,-1,1
16,0,-1,1,4328686016,92356656,-1,1
17,1,-1,1,4332880320,92356656,-1,1
17,0,0,0,0,0,0,0
16,1,0,0,16384,0,0,0
17,0,0,0,16384,256,0,0
16,1,0,0,4210688,256,0,0
17,0,1,1,4210688,320,0,0
16,1,1,1,4218880,320,1,1
17,0,1,1,4218880,352,1,1
16,1,1,1,4219008,352,1,1
17,0,1,1,4219008,368,1,1
16,1,1,1,4219016,368,1,1
17,0,1,1,4219016,8589934960,1,1
16,1,1,1,4223112,8589934960,1,1
17,0,1,1,4223112,9663676784,1,1
16,0,0,0,0,0,0,0
17,1,0,0,524288,0,0,0
16,0,0,0,524288,1048576,0,0
17,1,0,0,134742016,1048576,0,0
16,0,0,0,134742016,1050624,0,0
17,1,0,0,134742020,1050624,-1,1
16,0,0,0,134742020,1051648,0,0
17,1,0,0,134746116,1051648,0,0
16,0,0,0,134746116,1051649,1,1
17,1,0,0,1208487940,1051649,1,1
16,0,0,0,1208487940,3148801,1,1
17,1,1,1,1745358852,3148801,1,1
16,0,1,1,1745358852,271584257,1,1
17,1,1,1,6040326148,271584257,1,1
16,0,1,1,6040326148,2419067905,1,1
17,0,0,0,0,0,0,0
16,1,0,0,8192,0,0,0
17,0,0,0,8192,32,0,0
16,1,0,0,12288,32,0,0
17,0,0,0,12288,16416,0,0
16,1,0,0,8400896,16416,0,0
17,0,0,0,8400896,16424,0,0
16,1,0,0,8400912,16424,0,0
17,0,0,0,8400912,4210728,0,0
16,1,0,0,1082142736,4210728,0,0
17,0,1,1,1082142736,4276264,1,1
16,1,1,1,1083191312,4276264,1,1
17,0,1,1,1083191312,272711720,1,1
16,1,1,1,1083192336,272711720,1,1
17,0,1,1,1083192336,272711721,1,1
16,0,0,0,0,0,0,0
17,1,0,0,33554432,0,0,0
16,0,0,0,33554432,16384,0,0
17,1,0,0,41943040,16384,0,0
16,0,0,0,41943040,16793600,0,0
17,1,0,0,17221812224,16793600,0,0
16,0,0,0,17221812224,16859136,0,0
17,1,-1,1,21516779520,16859136,-1,1
16,0,0,0,21516779520,8606793728,0,0
17,1,0,0,21516812288,8606793728,0,0
16,0,0,0,21516812288,10754277376,0,0
17,1,0,0,55876550656,10754277376,0,0
16,0,0,0,55876550656,10754277408,0,0
17,1,0,0,55880744960,10754277408,0,1
16,0,0,0,55880744960,10754281504,0,0
17,1,0,0,55880753152,10754281504,-1,1
16,0,0,0,55880753152,10754281512,0,0
17,1,0,0,55882850304,10754281512,0,1
16,0,0,0,55882850304,10755330088,0,0
17,1,0,0,55882850320,10755330088,0,1
16,0,0,0,55882850320,10755331112,0,1
17,1,0,0,56956592144,10755331112,-1,1
16,0,-1,1,56956592144,10755333160,-1,1
17,1,-1,1,56956592656,10755333160,-1,1
16,0,0,1,56956592656,10755857448,0,1
17,1,0,1,57090810384,10755857448,0,1
16,0,0,1,57090810384,11292728360,0,1
17,1,0,1,57090810388,11292728360,0,1
16,0,0,1,57090810388,11292728362,0,1
17,1,0,1,57359245844,11292728362,0,1
16,0,0,1,57359245844,11292990506,0,1
17,1,0,1,57426354708,11292990506,0,1
16,0,0,1,57426354708,11292990762,0,1
17,1,0,1,57426354836,11292990762,0,1
17,0,0,0,0,0,0,0
16,1,0,0,2097152,0,0,0
17,0,0,0,2097152,4194304,0,0
16,1,0,0,2101248,4194304,0,0
17,0,0,0,2101248,1077936128,0,0
16,1,0,0,2117632,1077936128,0,0
17,0,0,0,2117632,1077944320,0,0
16,1,0,0,2117648,1077944320,0,0
17,0,0,0,2117648,9667878912,0,0
16,1,0,0,3166224,9667878912,0,0
17,0,1,1,3166224,9667878920,1,1
16,0,0,0,0,0,0,0
17,1,0,0,16777216,0,0,0
16,0,0,0,16777216,4194304,0,0
17,1,0,0,4311744512,4194304,0,0
16,0,0,0,4311744512,4259840,0,0
17,1,0,0,4311760896,4259840,1,1
16,0,0,0,4311760896,4259856,1,1
17,1,0,0,4320149504,4259856,0,0
16,0,0,0,4320149504,4259888,0,0
17,1,-1,1,4320157696,4259888,-1,1
16,0,-1,1,4320157696,4259896,-1,1
17,1,-1,1,4320157760,4259896,-1,1
16,0,0,0,4320157760,4292664,0,0
17,1,0,0,4320157764,4292664,0,1
16,0,0,0,4320157764,37847096,0,0
17,1,0,0,38679896132,37847096,0,1
16,0,0,0,38679896132,17217716280,0,0
17,1,0,0,38679896260,17217716280,0,1
16,0,0,0,38679896260,17217720376,0,1
17,1,0,0,38680944836,17217720376,0,1
16,0,0,0,38680944836,17219817528,0,1
17,1,-1,1,39217815748,17219817528,-1,1
16,0,0,1,39217815748,17219819576,0,1
17,1,-1,1,41365299396,17219819576,-1,1
17,0,0,0,0,0,0,0
16,1,0,0,16384,0,0,0
17,0,0,0,16384,8192,0,0
16,1,0,0,4210688,8192,0,0
17,0,0,0,4210688,8224,0,0
16,1,0,0,12599296,8224,0,0
17,0,0,0,12599296,2105376,0,0
16,1,0,0,549470208,2105376,0,0
17,0,0,0,549470208,2105440,0,0
16,1,0,0,549470224,2105440,0,0
17,0,0,0,549470224,18882656,0,0
16,1,0,0,549474320,18882656,0,0
17,0,0,0,549474320,8608817248,0,1
16,1,0,0,549507088,8608817248,0,1
17,0,0,0,549507088,12903784544,1,1
16,1,0,0,550555664,12903784544,0,1
17,0,1,1,550555664,15051268192,1,1
16,0,0,0,0,0,0,0
17,1,0,0,34359738368,0,0,0
16,0,0,0,34359738368,8192,0,0
17,1,0,0,34393292800,8192,0,0
16,0,0,0,34393292800,4202496,0,0
17,1,-1,1,34393325568,4202496,-1,1
16,0,-1,1,34393325568,4202528,-1,1
17,1,-1,1,34393341952,4202528,-1,1
16,0,-1,1,34393341952,4202544,-1,1
17,1,-1,1,34393407488,4202544,-1,1
17,0,0,0,0,0,0,0
16,1,0,0,4194304,0,0,0
17,0,0,0,4194304,8192,0,0
16,1,0,0,6291456,8192,0,0
17,0,0,0,6291456,8396800,0,0
16,1,0,0,6295552,8396800,0,0
17,0,0,0,6295552,8396808,0,0
16,1,0,0,8596230144,8396808,0,0
17,0,1,1,8596230144,8413192,1,1
16,1,1,1,12891197440,8413192,1,1
17,0,1,1,12891197440,8478728,1,1
16,0,0,0,0,0,0,0
17,1,0,0,16777216,0,0,0
16,0,0,0,16777216,2097152,0,0
17,1,0,0,25165824,2097152,0,0
16,0,1,1,25165824,2105344,0,0
17,1,0,0,29360128,2105344,0,0
16,0,0,0,29360128,35659776,0,0
17,1,0,0,29360160,35659776,0,0
16,0,0,0,29360160,35676160,0,0
17,1,0,0,29364256,35676160,0,0
16,0,0,0,29364256,4330643456,0,0
17,1,0,0,29364264,4330643456,0,0
16,0,0,0,29364264,4330643460,1,1
17,1,0,0,29364280,4330643460,0,1
16,0,0,0,29364280,4330643524,0,1
17,1,0,0,30412856,4330643524,0,1
16,0,0,0,30412856,4599078980,0,1
17,1,0,0,1104154680,4599078980,-1,1
16,0,0,0,1104154680,4599080004,0,1
17,1,-1,1,1104678968,4599080004,-1,1
16,0,0,0,1104678968,4599112772,0,1
17,1,0,0,1104744504,4599112772,0,1
16,0,0,0,1104744504,4733330500,0,1
17,1,0,0,1171853368,4733330500,0,1
16,0,0,0,1171853368,39093068868,0,1
17,1,0,0,9761787960,39093068868,0,1
16,0,0,1,9761787960,41240552516,0,1
17,0,0,0,0,0,0,0
16,1,0,0,8192,0,0,0
17,0,0,0,8192,16777216,0,0
16,1,0,0,12288,16777216,0,0
17,0,0,0,12288,16793600,0,0
16,1,0,0,2109440,16793600,0,0
17,0,0,0,2109440,16793616,0,0
16,1,0,0,17181978624,16793616,0,0
17,0,0,0,17181978624,16793624,0,0
16,1,0,0,17181978656,16793624,0,0
17,0,1,1,17181978656,16793626,1,1
16,0,0,0,0,0,0,0
17,1,0,0,33554432,0,0,0
16,0,0,0,33554432,4194304,0,0
17,1,0,0,33587200,4194304,0,0
16,0,0,0,33587200,6291456,0,0
17,1,-1,1,34393325568,6291456,-1,1
16,0,-1,1,34393325568,6291488,-1,1
17,1,-1,1,34393341952,6291488,-1,1
16,0,-1,1,34393341952,7340064,-1,1
17,1,-1,1,34401730560,7340064,-1,1
17,0,0,0,0,0,0,0
16,1,0,0,4194304,0,0,0
17,0,0,0,4194304,134217728,0,0
16,1,0,0,4202496,134217728,0,0
17,0,1,1,4202496,134742016,0,0
